,음식,label,구간
2159,"('콩나물밥(양념장 포함)(반공기)', '김치콩나물국', '쇠고기장조림')",1830,17
2160,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '콩나물무침')",1816,12
2161,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '고사리나물')",1805,13
2162,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '버섯볶음')",1809,18
2163,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '진미채볶음')",1814,22
2164,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '낚지볶음')",1808,27
2165,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '김치참치볶음')",1807,13
2166,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '갈치구이')",1800,27
2167,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '조기구이')",1813,18
2168,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '잔멸치볶음')",1812,15
2169,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '감자채볶음')",1801,16
2170,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '애호박볶음')",1811,17
2171,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '골뱅이무침')",1806,19
2172,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '홍합무침')",1818,19
2173,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '코다리찜')",1815,22
2174,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '콩나물찜')",1817,28
2175,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '훈제닭가슴살')",1819,21
2176,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '계란프라이')",1803,17
2177,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '계란찜')",1802,28
2178,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '계란햄말이')",1804,22
2179,"('콩나물밥(양념장 포함)(반공기)', '김치수제비국', '쇠고기장조림')",1810,21
2180,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '콩나물무침')",1956,8
2181,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '고사리나물')",1945,9
2182,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '버섯볶음')",1949,14
2183,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '진미채볶음')",1954,18
2184,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '낚지볶음')",1948,23
2185,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '김치참치볶음')",1947,10
2186,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '갈치구이')",1940,24
2187,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '조기구이')",1953,14
2188,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '잔멸치볶음')",1952,11
2189,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '감자채볶음')",1941,13
2190,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '애호박볶음')",1951,13
2191,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '골뱅이무침')",1946,15
2192,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '홍합무침')",1958,15
2193,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '코다리찜')",1955,18
2194,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '콩나물찜')",1957,24
2195,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '훈제닭가슴살')",1959,17
2196,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '계란프라이')",1943,13
2197,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '계란찜')",1942,24
2198,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '계란햄말이')",1944,18
2199,"('콩나물밥(양념장 포함)(반공기)', '우거지국', '쇠고기장조림')",1950,18
